,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),label
271,1.55965355644e+27,-1.4239888,0.09385482788,9.920470276,walking
272,1.55965355644e+27,-1.459764404,-0.02829116821,9.952204285,walking
273,1.55965355644e+27,-1.407223663,0.03158432007,9.823172607,walking
274,1.55965355644e+27,-1.253044281,-0.3336561584,9.740095367,walking
275,1.55965355644e+27,-1.676214294,-0.04909790039,9.63800766,walking
276,1.55965355644e+27,-1.403780823,-0.1465452576,9.591304779,walking
277,1.55965355644e+27,-1.375789032,-0.3504212952,9.916877747,walking
278,1.55965355644e+27,-1.479822693,-0.2757266235,9.863438873,walking
279,1.55965355644e+27,-1.540746002,-0.07514373779,9.99726059,walking
280,1.55965355644e+27,-1.43566452,-0.08202941895,9.64968338,walking
281,1.55965355644e+27,-1.414558411,-0.1639091492,9.827064514,walking
282,1.55965355644e+27,-1.380878448,-0.2189945984,9.936187592,walking
283,1.55965355644e+27,-1.397493896,-0.2757266235,9.834848328,walking
284,1.55965355644e+27,-1.233135681,-0.3719764709,9.832453308,walking
285,1.55965355644e+27,-1.406774597,-0.09535171509,9.722581787,walking
286,1.55965355644e+27,-1.261426849,-0.2204914856,10.05129822,walking
287,1.55965355644e+27,-1.292262726,-0.1639091492,9.819729767,walking
288,1.55965355644e+27,-1.19002533,-0.2412982178,9.60642334,walking
289,1.55965355644e+27,-1.289119263,-0.1784289551,9.854307861,walking
290,1.55965355644e+27,-1.34914444,0.1869612122,9.949060822,walking
291,1.55965355644e+27,-1.224453735,-0.2685415649,9.83454895,walking
292,1.55965355644e+27,-1.281634827,-0.109871521,9.770781555,walking
293,1.55965355644e+27,-1.320404205,-0.05343887329,9.634115753,walking
294,1.55965355644e+27,-1.325942688,-0.1797761536,9.672885132,walking
295,1.55965355644e+27,-1.316063232,-0.1152603149,10.01357666,walking
296,1.55965355644e+27,-1.398392029,-0.1751358032,9.72812027,walking
297,1.55965355644e+27,-1.322799225,0.08307723999,9.705367584,walking
298,1.55965355644e+27,-1.220561829,0.03248245239,9.775571594,walking
299,1.55965355644e+27,-1.43805954,0.09550140381,9.805659027,walking
300,1.55965355644e+27,0.4167333984,-0.1757345581,11.5219899,walking
301,1.55965355644e+27,-1.076112213,3.176244965,5.469925232,walking
302,1.55965355644e+27,0.2266287231,4.251309357,9.756710815,walking
303,1.55965355644e+27,-0.6035449219,6.20848938,6.832841034,walking
304,1.55965355644e+27,-1.216969299,7.143894196,6.60157196,walking
305,1.55965355644e+27,-1.163380737,7.101681976,6.905739441,walking
306,1.55965355644e+27,-1.027613068,5.773943024,8.711584167,walking
307,1.55965355644e+27,-0.4355941772,5.743107147,7.93664566,walking
308,1.55965355644e+27,-0.2228865051,4.737348633,8.529263306,walking
309,1.55965355644e+27,-0.2430944824,4.433181152,8.829089813,walking
310,1.55965355644e+27,-0.2148033142,4.946613464,8.249345398,walking
311,1.55965355644e+27,-0.33230896,4.38782547,9.40284668,walking
312,1.55965355644e+27,-0.2610571289,4.348756714,8.789571991,walking
313,1.55965355644e+27,-0.1935475159,4.444108429,8.674910431,walking
314,1.55965355644e+27,-0.2233355713,4.096231842,8.894653473,walking
315,1.55965355644e+27,0.07604187012,3.5500177,8.883576508,walking
316,1.55965355644e+27,-0.05807922363,3.818409576,8.810378723,walking
317,1.55965355644e+27,0.3522175598,3.730691986,9.119485931,walking
318,1.55965355644e+27,-1.162781982,5.671705627,8.138126678,walking
319,1.55965355644e+27,-1.941762085,6.068380737,7.213349762,walking
320,1.55965355644e+27,-2.994971924,7.311246185,8.239016876,walking
321,1.55965355644e+27,-1.267414398,3.993096313,7.344926147,walking
322,1.55965355644e+27,-1.179547119,5.049898682,5.25482254,walking
323,1.55965355644e+27,-0.798589325,2.931503906,11.28188919,walking
324,1.55965355644e+27,-2.792592773,0.5899232483,6.062542877,walking
325,1.55965355644e+27,-4.91787323,-1.587448883,12.68132904,walking
326,1.55965355644e+27,-0.9544152832,-2.681523743,7.077282715,walking
327,1.55965355644e+27,-0.2152523804,-2.88075943,15.6824382,walking
328,1.55965355644e+27,-0.2766247559,-3.179238739,6.627168732,walking
329,1.55965355644e+27,-5.51228714,-7.034621429,10.4509671,walking
330,1.55965355644e+27,-1.915865936,-1.784738617,5.996230774,walking
331,1.55965355644e+27,-1.828298035,-0.3674858093,11.48771118,walking
332,1.55965355644e+27,2.843636627,-0.1499880981,6.417305145,walking
333,1.55965355644e+27,-1.006956024,1.388512573,11.39804764,walking
334,1.55965355644e+27,0.4610412598,-1.839225311,6.630162506,walking
335,1.55965355644e+27,-2.111658783,1.279838562,9.468260651,walking
336,1.55965355644e+27,4.369713135,-1.397344208,6.052364044,walking
337,1.55965355644e+27,-0.4652325439,1.28477829,10.25382706,walking
