"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.270814368E2,-7.702382088E0,-4.012804508E0,5.602602959E0
2.271334303E2,-8.815719604E0,-4.276175022E0,5.928224564E0
2.271854237E2,-1.189954567E1,-5.166844845E0,5.042342663E0
2.272374169E2,-1.058748341E1,-3.548315287E0,4.893897533E0
2.272894106E2,-1.127224541E1,-4.522785187E0,3.567469358E0
2.273414045E2,-9.095849991E0,2.873129770E-2,1.259388566E0
2.273933980E2,-9.081484795E0,-2.083019018E-1,7.757450342E-1
2.274453913E2,8.123774529E0,-1.721483588E0,1.807677507E0
2.274973846E2,8.930644989E-1,-7.901107073E-1,7.831672668E0
2.275493807E2,9.577099234E-3,9.361614585E-1,3.572257996E0
2.276013751E2,-4.094210148E0,1.685569525E0,6.292154312E0
2.276533687E2,-1.573038578E1,-1.388679385E0,9.404711723E0
2.277053619E2,-1.064494610E1,-7.228315830E0,1.685808945E1
2.277573553E2,-1.997064590E1,-3.519583941E0,1.781101036E1
2.278093487E2,-1.195700836E1,-2.925803900E0,1.007510853E1
2.278613419E2,-6.644112587E0,-2.736656189E0,4.623344421E0
2.279133356E2,-6.320885420E-1,-3.591412306E-2,1.063058019E0
2.279653298E2,2.660039425E0,3.677606106E0,-8.858817071E-2
2.280173230E2,5.090228081E0,8.205180168E0,1.692752242E0
2.280693163E2,1.440635109E1,2.200817490E1,1.089395046E0
2.281213095E2,2.349741364E1,3.779123306E1,7.613793612E-1
2.281733029E2,1.043903828E1,9.660899162E0,2.368416595E1
2.282252962E2,2.851102448E1,-3.916315460E1,-1.760749626E1
2.282772895E2,-2.085173988E1,-1.474394417E1,-1.113337755E0
2.283292835E2,2.830032825E0,-5.698374271E0,-5.933012962E0
2.283812774E2,1.111901188E1,1.038397026E1,-1.652049661E0
2.284332706E2,1.908236980E0,8.253065109E0,-4.364762783E0
2.284852640E2,5.482889414E-1,8.248276711E0,-4.285751879E-1
2.285372576E2,2.971295118E0,9.828497887E0,-1.740637779E0
2.285892545E2,2.980872154E0,1.063536835E1,-1.673598051E0
2.286412528E2,2.992843628E0,9.421471596E0,-2.954535007E0
2.286932472E2,4.314483166E0,9.708784103E0,-1.166011810E0
2.287452145E2,5.511620522E0,9.840469360E0,-2.703136206E0
2.287972077E2,7.371972084E0,1.094183540E1,-1.508393168E0
2.288492010E2,8.375173569E0,9.862017632E0,-1.424593568E0
2.289011944E2,7.898712635E0,8.413481712E0,-1.204320192E0
2.289531876E2,6.256239891E0,7.410280704E0,9.170072675E-1
2.290051811E2,6.411868095E0,6.632141113E0,5.123748183E-1
2.290571750E2,6.129343510E0,6.363982677E0,2.856369734E0
2.291091686E2,6.931425571E0,6.677632332E0,2.310475111E0
2.291611621E2,6.670449734E0,6.390319347E0,3.739857197E0
2.292131554E2,6.081458092E0,6.361588001E0,3.476486921E0
2.292651487E2,6.179623127E0,5.492466450E0,3.076643229E0
2.293171421E2,4.453351021E0,4.802915096E0,3.110162973E0
2.293691353E2,4.304905891E0,4.453351021E0,4.192375183E0
2.294211287E2,4.403071404E0,5.514014721E0,4.901080608E0
2.294731229E2,4.525179386E0,5.573871613E0,5.973715782E0
2.295251164E2,4.345608711E0,7.561120033E0,6.438204765E0
2.295771097E2,4.958543301E0,8.913885117E0,6.759037971E0
2.296291031E2,6.888328552E0,1.253163433E1,6.356799603E0
2.296810986E2,5.782173634E0,1.365215492E1,7.024802208E0
2.297330937E2,1.127703428E0,1.094423008E1,7.474925995E0
2.297850872E2,-2.413429022E0,5.530774593E0,7.192401409E0
2.298370804E2,-1.011581135E1,-1.175588965E0,6.703969240E-1
2.298890737E2,-8.293767929E0,-2.571451187E0,-1.664021015E0
2.299410672E2,-5.858790398E0,-2.492439985E0,-8.571503758E-1
2.299930605E2,-5.832453251E0,-8.126168251E0,-1.680780888E0
2.300450537E2,-3.332351685E1,-9.150918007E0,-4.425577545E1
2.300970478E2,-1.520364475E1,-6.579467297E0,-1.443747759E0
2.301490415E2,-1.962586975E1,-4.956148624E0,8.236305118E-1
2.302010347E2,-1.287880421E1,-8.229122162E0,1.769369125E0
2.302530281E2,-1.722441292E1,-3.160442710E-1,-2.181184292E0
2.303050217E2,-7.388731956E0,-8.595446348E-1,4.687990189E0
2.303570147E2,-4.910657406E0,2.729473412E-1,1.084606528E0
2.304090081E2,-4.944177628E0,1.585009933E0,-2.411034822E0
2.304610015E2,-6.026389599E0,-3.275367975E0,2.801301479E-1
2.305129958E2,-1.253642273E1,-6.842837334E0,1.573038578E0
2.305649891E2,-1.505998898E1,-7.632947922E0,7.225921154E0
2.306169824E2,-1.763622856E1,-6.301731110E0,1.346540165E1
2.306689757E2,-1.966896820E1,-1.064973450E1,1.675992393E1
2.307209718E2,-2.004008102E1,-1.163617516E1,9.306546211E0
2.307729703E2,-1.792832947E1,-1.108788681E1,3.967313290E0
2.308249670E2,-7.055927753E0,-1.043903828E1,3.119740009E0
2.308769601E2,-5.877944469E0,-6.828471661E0,1.429382086E0
2.309289535E2,-4.345608711E0,-3.689577579E0,1.314456820E0
2.309809468E2,-5.027977228E-1,-1.029538140E-1,-1.450930476E0
2.310329401E2,1.300091267E0,1.841197371E0,-2.456526041E0
2.310849335E2,5.027977005E-2,5.197970390E0,-1.472478986E0
2.311369272E2,6.895511150E-1,5.272192955E0,1.563461423E0
2.311889211E2,2.928198099E0,6.967339516E0,-4.508419514E0
2.312409146E2,3.009603500E0,2.339206457E0,2.734261751E0
2.312929078E2,4.118152618E0,3.450150013E0,3.059883118E0
2.313449011E2,1.252205729E0,3.912245035E0,6.390319347E0
2.313968945E2,-2.298503816E-1,8.032792091E0,9.110215187E0
2.314488878E2,3.718308687E0,9.797372818E0,6.991282463E0
2.315008811E2,9.050358772E0,1.093704700E1,1.312541485E1
2.315528753E2,1.049889469E1,1.417410660E1,1.426987743E1
2.316048689E2,2.023880577E1,2.691404343E1,8.660092354E0
2.316568622E2,2.373205185E1,3.123092079E1,-1.340793967E-1
2.317088554E2,1.511026859E1,9.979337692E0,1.848140717E1
2.317608488E2,-4.836435318E0,-3.209046555E1,-1.812944794E1
2.318128448E2,-2.132819939E1,-2.649983406E1,8.885153770E0
2.318648435E2,7.632947922E0,-7.750267506E0,-3.483669758E0
2.319168389E2,4.582642078E0,3.074248791E0,-1.061382008E1
2.319688321E2,3.993650436E0,1.013496494E1,-7.412674904E0
2.320208254E2,5.849213123E0,1.150688457E1,-5.279376030E0
2.320728189E2,6.730306625E0,1.070240879E1,-4.637710094E0
2.321248122E2,9.993702888E0,1.129858303E1,-5.169239521E0
2.321768055E2,1.278063869E1,7.982511997E0,-7.376760483E0
2.322287989E2,1.060903168E1,6.957762718E0,-5.705556870E0
2.322807929E2,8.461367607E0,7.213950157E0,-1.585009933E0
2.323327867E2,7.055927753E0,7.043956280E0,-1.807677507E0
2.323847798E2,5.154873848E0,6.617775440E0,7.948992252E-1
2.324367731E2,6.991282463E0,5.954561234E0,3.974496126E-1
2.324887667E2,6.833260536E0,6.045543671E0,2.442160249E-1
2.325407599E2,7.223526955E0,6.284971237E0,7.422251999E-2
2.325927532E2,8.691217422E0,6.938608170E0,-6.823683381E-1
2.326447468E2,7.316903591E0,6.610592842E0,-9.577099234E-3
