"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.900933164E1,6.000000000E0,3.347999954E1,-5.957999802E1
1.906932397E1,4.559999943E0,4.625999832E1,-5.189999771E1
1.912931647E1,1.038000011E1,5.081999969E1,-4.523999786E1
1.918930900E1,1.979999924E1,4.871999741E1,-4.284000015E1
1.924930146E1,2.118000031E1,4.313999939E1,-4.865999985E1
1.930929402E1,1.829999924E1,3.515999985E1,-5.471999741E1
1.936928726E1,1.661999893E1,2.742000008E1,-5.969999695E1
1.942928042E1,1.200000000E1,1.847999954E1,-6.341999817E1
1.948927349E1,7.379999638E0,1.355999947E1,-6.611999512E1
1.954926668E1,4.559999943E0,6.659999847E0,-6.690000153E1
1.960925971E1,-1.379999995E0,-2.399999946E-1,-6.719999695E1
1.966925214E1,-2.159999847E0,-6.119999886E0,-6.569999695E1
1.972924458E1,-1.019999981E0,-7.139999866E0,-6.695999908E1
1.978923717E1,5.099999905E0,1.620000005E0,-6.887999725E1
1.984922964E1,2.879999876E0,1.829999924E1,-6.593999481E1
1.990922223E1,4.619999886E0,3.611999893E1,-5.897999954E1
1.996921470E1,7.980000019E0,4.523999786E1,-5.100000000E1
2.002920713E1,5.460000038E0,4.709999847E1,-5.009999847E1
2.008919939E1,1.853999901E1,4.200000000E1,-4.950000000E1
2.014919189E1,2.273999977E1,3.389999771E1,-5.387999725E1
2.020918435E1,1.926000023E1,2.334000015E1,-6.077999878E1
2.026917695E1,1.392000008E1,1.038000011E1,-6.545999908E1
2.032916941E1,7.619999886E0,-3.899999857E0,-6.690000153E1
2.038916234E1,3.599999905E0,-1.439999962E1,-6.455999756E1
2.044915638E1,2.759999990E0,-1.968000031E1,-6.365999985E1
2.050915077E1,4.380000114E0,-1.823999977E1,-6.401999664E1
2.056914504E1,5.879999638E0,-9.420000076E0,-6.690000153E1
2.062913936E1,5.879999638E0,6.539999962E0,-6.743999481E1
2.068913330E1,4.139999866E0,2.579999924E1,-6.293999863E1
2.074912596E1,4.799999893E-1,4.457999802E1,-5.231999969E1
2.080911823E1,6.599999666E-1,5.411999893E1,-4.200000000E1
2.086911072E1,4.199999869E-1,5.615999985E1,-3.984000015E1
2.092910325E1,6.000000000E0,5.327999878E1,-4.181999969E1
2.098909578E1,9.479999542E0,4.853999710E1,-4.775999832E1
2.104908831E1,9.000000000E0,3.875999832E1,-5.555999756E1
2.110908078E1,6.179999828E0,2.507999992E1,-6.245999908E1
2.116907314E1,7.980000019E0,1.301999950E1,-6.581999969E1
2.122906547E1,4.619999886E0,4.259999752E0,-6.677999878E1
2.128905800E1,4.259999752E0,7.799999714E-1,-6.713999939E1
2.134905050E1,3.419999838E0,5.039999962E0,-6.876000214E1
2.140904310E1,1.740000010E0,1.902000046E1,-6.701999664E1
2.146903569E1,-3.059999943E0,3.557999802E1,-5.813999939E1
2.152902896E1,-7.259999752E0,5.100000000E1,-4.697999954E1
2.158902202E1,-7.739999771E0,5.987999725E1,-3.654000092E1
2.164901519E1,-9.599999785E-1,5.952000046E1,-3.371999741E1
2.170900825E1,2.879999876E0,5.784000015E1,-3.497999954E1
2.176900131E1,5.099999905E0,5.400000000E1,-4.091999817E1
2.182899364E1,8.039999962E0,4.721999741E1,-4.781999969E1
2.188898604E1,8.880000114E0,3.684000015E1,-5.561999893E1
2.194897851E1,7.139999866E0,2.561999893E1,-6.293999863E1
2.200897110E1,1.500000000E0,1.343999958E1,-6.665999603E1
2.206896357E1,-2.220000029E0,2.639999866E0,-6.695999908E1
2.212895610E1,-1.620000005E0,-8.399999738E-1,-6.786000061E1
2.218894866E1,1.379999995E0,6.719999790E0,-6.881999969E1
2.224894099E1,1.139999986E0,2.369999886E1,-6.533999634E1
2.230893342E1,-1.620000005E0,4.104000092E1,-5.453999710E1
2.236892609E1,-3.179999828E0,5.345999908E1,-4.470000076E1
2.242891862E1,4.739999771E0,5.645999908E1,-3.839999771E1
2.248891105E1,7.919999599E0,5.375999832E1,-4.175999832E1
2.254890441E1,9.779999733E0,4.913999939E1,-4.697999954E1
2.260889858E1,1.397999954E1,4.121999741E1,-5.189999771E1
2.266889277E1,1.277999973E1,3.185999870E1,-5.825999832E1
2.272888710E1,9.420000076E0,2.418000031E1,-6.353999710E1
2.278888140E1,7.019999981E0,1.493999958E1,-6.533999634E1
2.284887483E1,4.319999695E0,1.242000008E1,-6.809999847E1
2.290886736E1,4.259999752E0,1.847999954E1,-6.786000061E1
2.296885963E1,2.399999946E-1,3.137999916E1,-6.203999710E1
2.302885209E1,-4.799999714E0,4.463999939E1,-5.171999741E1
2.308884459E1,-4.799999714E0,5.303999710E1,-4.397999954E1
2.314883718E1,5.099999905E0,5.189999771E1,-4.373999786E1
2.320882965E1,7.739999771E0,4.931999969E1,-4.734000015E1
2.326882218E1,1.217999935E1,4.259999847E1,-5.123999786E1
2.332881451E1,1.577999973E1,3.288000107E1,-5.741999817E1
2.338880684E1,1.427999973E1,2.501999855E1,-6.245999908E1
2.344879930E1,9.539999962E0,1.781999969E1,-6.504000092E1
2.350879193E1,5.039999962E0,1.265999985E1,-6.695999908E1
2.356878446E1,-2.460000038E0,1.151999950E1,-6.797999573E1
2.362877733E1,2.399999946E-1,1.673999977E1,-6.750000000E1
2.368877066E1,1.319999933E0,2.885999870E1,-6.335999680E1
2.374876379E1,-7.199999690E-1,4.055999756E1,-5.519999695E1
2.380875682E1,5.460000038E0,4.955999756E1,-4.770000076E1
2.386874995E1,8.699999809E0,4.973999786E1,-4.655999756E1
2.392874269E1,7.019999981E0,4.536000061E1,-5.111999893E1
2.398873502E1,8.939999580E0,3.870000076E1,-5.507999802E1
2.404872745E1,8.039999962E0,3.101999855E1,-5.934000015E1
2.410871991E1,7.559999943E0,2.369999886E1,-6.257999802E1
2.416871244E1,5.879999638E0,1.613999939E1,-6.558000183E1
2.422870504E1,3.119999886E0,8.159999847E0,-6.719999695E1
2.428869757E1,-1.860000014E0,9.599999785E-1,-6.726000214E1
2.434868993E1,-4.139999866E0,-2.819999933E0,-6.737999725E1
2.440868236E1,-4.319999695E0,-4.799999714E0,-6.731999969E1
2.446867486E1,-3.119999886E0,-3.000000000E0,-6.713999939E1
2.452866739E1,-3.959999800E0,6.239999771E0,-6.990000153E1
2.458865986E1,-6.119999886E0,2.645999908E1,-6.558000183E1
2.464865252E1,-9.719999313E0,4.481999969E1,-5.219999695E1
2.470864625E1,-4.799999714E0,5.255999756E1,-4.463999939E1
