"Time (s)","Pressure (hPa)"
1.415845490E2,1.021903564E3
1.416845372E2,1.021929688E3
1.417845928E2,1.021927979E3
1.418845806E2,1.021893066E3
1.419845685E2,1.021878906E3
1.420845565E2,1.022009521E3
1.421845445E2,1.021937744E3
1.422845325E2,1.021895508E3
1.423845204E2,1.021913086E3
1.424845084E2,1.021895264E3
1.425844964E2,1.021911377E3
1.426844844E2,1.021925293E3
1.427844724E2,1.021908203E3
1.428844603E2,1.021934082E3
1.429844482E2,1.021978271E3
1.430844362E2,1.021918701E3
1.431844245E2,1.021891602E3
1.432844127E2,1.021900391E3
1.433844008E2,1.021927490E3
1.434843890E2,1.021961182E3
1.435843772E2,1.021922852E3
1.436843654E2,1.021949463E3
1.437843536E2,1.021983643E3
1.438843418E2,1.021924805E3
1.439843297E2,1.021922119E3
1.440843176E2,1.021961426E3
1.441843058E2,1.021942383E3
1.442842940E2,1.021943115E3
1.443842822E2,1.021939209E3
1.444842704E2,1.021884033E3
1.445842586E2,1.021916260E3
1.446842469E2,1.021962646E3
1.447842350E2,1.021930176E3
1.448842232E2,1.021918213E3
1.449842114E2,1.021918945E3
1.450841995E2,1.021918945E3
1.451841876E2,1.021922363E3
1.452841759E2,1.021965332E3
1.453841641E2,1.021986572E3
1.454841523E2,1.022026123E3
1.455841405E2,1.021927002E3
1.456841287E2,1.021869873E3
1.457841169E2,1.021864502E3
1.458841051E2,1.021909668E3
1.459840933E2,1.021925049E3
1.460840814E2,1.021954346E3
1.461840692E2,1.021928711E3
1.462840571E2,1.021973389E3
1.463840453E2,1.022001465E3
1.464840336E2,1.021946045E3
1.465840218E2,1.021935547E3
1.466840100E2,1.021956055E3
1.467839982E2,1.021948486E3
1.468839865E2,1.021933594E3
1.469839747E2,1.021932129E3
1.470839629E2,1.021939453E3
1.471839509E2,1.022019043E3
1.472839388E2,1.021965332E3
1.473839267E2,1.021902344E3
1.474839149E2,1.021893066E3
1.475839032E2,1.021916748E3
1.476838914E2,1.021924072E3
1.477838796E2,1.021948486E3
1.478838679E2,1.021954834E3
1.479838561E2,1.021966797E3
1.480838443E2,1.022038574E3
1.481838326E2,1.021952148E3
1.482838207E2,1.021937256E3
1.483838088E2,1.021914795E3
1.484837970E2,1.021936523E3
1.485837852E2,1.021944092E3
1.486837735E2,1.021945557E3
1.487837617E2,1.021901123E3
1.488837499E2,1.021958984E3
1.489837382E2,1.021918457E3
1.490836468E2,1.021921875E3
1.491836351E2,1.021911377E3
1.492836233E2,1.021911377E3
1.493836111E2,1.021913330E3
1.494835991E2,1.021946045E3
1.495835873E2,1.021919434E3
1.496835755E2,1.021950928E3
1.497835637E2,1.021952148E3
1.498835519E2,1.021960938E3
1.499835400E2,1.021934814E3
1.500835282E2,1.021937988E3
1.501835165E2,1.021928955E3
1.502835046E2,1.021930420E3
1.503834928E2,1.021924316E3
1.504834806E2,1.021908447E3
1.505834685E2,1.021971436E3
1.506834565E2,1.021961426E3
1.507834445E2,1.021947021E3
1.508834324E2,1.021953125E3
1.509834204E2,1.021941895E3
1.510834084E2,1.021933350E3
1.511833964E2,1.021928955E3
1.512833843E2,1.021942139E3
1.513833723E2,1.021973633E3
1.514833602E2,1.022004395E3
1.515833481E2,1.021965088E3
1.516833361E2,1.021976074E3
1.517833242E2,1.021959229E3
1.518833124E2,1.021949463E3
1.519833006E2,1.021936523E3
1.520832887E2,1.021918213E3
1.521832769E2,1.021968994E3
1.522832651E2,1.021939941E3
1.523832533E2,1.021872314E3
1.524832413E2,1.021821289E3
1.525832292E2,1.021841309E3
1.526832171E2,1.021864746E3
1.527832051E2,1.021957031E3
1.528831931E2,1.022018066E3
1.529831811E2,1.021884521E3
1.530831691E2,1.021870117E3
1.531831571E2,1.021874268E3
1.532831451E2,1.021882812E3
1.533831331E2,1.021892822E3
1.534831211E2,1.021905273E3
1.535831090E2,1.021890381E3
1.536830969E2,1.021976318E3
1.537830848E2,1.021919922E3
1.538830729E2,1.021920166E3
1.539830612E2,1.021924072E3
1.540830494E2,1.021896729E3
1.541830376E2,1.021897705E3
1.542830258E2,1.021915039E3
1.543830140E2,1.021867188E3
1.544830022E2,1.022013184E3
1.545829904E2,1.021957520E3
1.546829786E2,1.021917236E3
1.547829664E2,1.021945557E3
1.548829544E2,1.021922119E3
1.549829426E2,1.021933838E3
1.550829308E2,1.021905029E3
1.551829190E2,1.021907227E3
1.552829072E2,1.021947998E3
1.553828954E2,1.021911621E3
1.554828837E2,1.021881592E3
1.555828719E2,1.021895508E3
1.556828601E2,1.021915039E3
1.557828482E2,1.021933594E3
1.558828363E2,1.021919434E3
1.559828244E2,1.022045898E3
1.560828126E2,1.021956299E3
1.561828008E2,1.021902588E3
1.562827890E2,1.021915039E3
1.563827655E2,1.021933105E3
1.564827537E2,1.021932129E3
1.565827420E2,1.021921143E3
1.566827302E2,1.021958252E3
1.567827184E2,1.022035889E3
1.568827063E2,1.021935303E3
1.569826942E2,1.021942383E3
1.570826823E2,1.021927002E3
1.571826705E2,1.021930176E3
1.572826587E2,1.021926514E3
1.573826469E2,1.021963135E3
