"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.190520700E1,1.995040059E0,-9.021440744E-1,-3.885272264E0
1.195720046E1,1.271775603E0,1.045618057E-1,-3.007458687E0
1.200919369E1,1.373988688E-1,1.314074993E0,-2.455236673E0
1.206118711E1,-1.066005588E0,1.026968360E0,-1.631179452E0
1.211318077E1,-1.918773532E0,4.136883259E0,8.336618543E-1
1.216517462E1,-3.302383184E0,-5.612813234E-1,2.592953920E0
1.221716811E1,-4.794726849E0,-1.472692251E0,3.974120140E0
1.226916147E1,-3.792908192E0,-2.290640831E0,3.918531179E0
1.232115477E1,-1.377547026E0,-3.347437859E0,2.660759687E0
1.237314816E1,3.310431540E-1,-2.127643675E-2,-1.356900930E0
1.242514142E1,8.728806376E-1,7.771244645E-1,-1.283596992E0
1.247713474E1,1.557049632E0,-1.188029051E0,-2.064282894E0
1.252912837E1,1.931510091E0,-9.335853904E-2,-2.236546993E0
1.258112239E1,1.827052116E0,-5.032491088E-1,-2.499829769E0
1.263311578E1,1.600421190E0,-3.902390301E-1,-2.470508337E0
1.268510907E1,8.686045408E-1,5.175067186E-1,-1.329411983E0
1.273710243E1,-1.429882795E-1,3.171429038E-1,3.101503253E-1
1.278909795E1,-7.013190985E-1,6.476210356E-1,2.134193897E0
1.284109681E1,-1.827143788E0,1.717569828E-1,2.741394043E0
1.289309263E1,-3.529014349E0,3.981008753E-2,4.724262714E0
1.294508589E1,-1.729405284E0,-2.601571321E0,2.165348053E0
1.299707908E1,1.074664667E-1,-1.005380392E0,9.197938442E-1
1.304907248E1,3.921296597E-1,3.769038711E-3,-1.503508568E0
1.310106577E1,3.353192210E-1,1.678761601E0,-1.724030852E0
1.315305913E1,5.369047523E-1,4.533658326E-1,-2.209057808E0
1.320505249E1,6.517473459E-1,7.673506141E-1,-2.176071405E0
1.325704621E1,5.228548646E-1,9.603840113E-1,-1.394163728E0
1.330904006E1,6.407518387E-1,2.181827426E-1,1.189495176E-1
1.336103352E1,5.326286554E-1,-2.193513155E0,4.262147248E-1
1.341302678E1,1.224738955E0,-1.266219854E0,2.179096788E-1
1.346502007E1,-1.342727661E0,-1.660514921E-1,1.801272392E0
1.351701347E1,-2.749550343E0,7.985047102E-1,3.377304792E0
1.356900676E1,-1.660377622E0,-1.126942515E0,2.727955103E0
1.362100015E1,-9.175654054E-1,-6.590197682E-1,3.092030764E0
1.367299437E1,7.891920805E-1,-5.020273924E-1,-8.150634766E-1
1.372498789E1,9.657320976E-1,7.392507792E-1,-1.956159711E0
1.377698112E1,1.486189365E0,1.285975218E0,-2.215166569E0
1.382897458E1,1.627910018E0,-7.866905928E-1,-1.868195057E0
1.388096910E1,1.375622630E0,-6.932281852E-1,-1.339185834E0
1.393296506E1,5.094158053E-1,-6.400829554E-1,-9.940469265E-1
1.398495852E1,-6.646671891E-1,1.162580490E0,-5.035221577E-1
1.403695191E1,-1.205893755E0,2.508316755E0,4.097213745E-1
1.408894517E1,-1.132589936E0,1.598634385E-2,1.555093765E0
1.414093853E1,-1.987801313E0,2.041328400E-1,2.517817497E0
1.419293189E1,-2.832628012E0,-2.164191723E0,2.587455988E0
1.424492515E1,-1.565693498E0,-4.146736562E-1,3.155560493E0
1.429691917E1,2.125352919E-1,-1.834935308E0,-5.884324312E-1
1.434891282E1,9.321345091E-1,1.310409784E0,-2.809538603E0
1.440090618E1,8.423373699E-1,1.972587824E0,-3.187664032E0
1.445289957E1,1.230847597E0,1.092941761E0,-2.876122713E0
1.450489287E1,1.174037218E0,5.828692913E-1,-2.352611303E0
1.455688633E1,9.608452320E-1,-8.053036779E-2,-1.902403593E0
1.460887962E1,6.071542501E-1,2.114632279E-1,-9.995447397E-1
1.466087284E1,1.361771375E-1,3.736662492E-2,2.912135124E-1
1.471286693E1,-2.126269192E-1,3.287493587E-1,3.194655895E0
1.476486055E1,-1.620060444E0,1.285975218E0,4.950893402E0
1.481685388E1,-1.400148869E0,-7.842471600E-1,2.979020596E0
1.486884724E1,-1.601734519E0,2.023002505E-1,3.669909239E0
1.492084186E1,8.496677279E-1,-3.126591444E-1,-1.228008270E0
1.497284068E1,1.803228378E0,-8.175209910E-2,-2.421028137E0
1.502483754E1,2.020696402E0,4.958393052E-2,-2.987300396E0
1.507683170E1,1.821554303E0,-2.265271544E-1,-3.010513067E0
1.512882489E1,1.368903160E0,1.320507377E-1,-2.686143875E0
1.518081815E1,6.596886516E-1,3.678447306E-1,-1.963490129E0
1.523281161E1,5.876065493E-1,1.204442978E-1,-1.188302159E0
1.528480491E1,5.737552047E-2,5.211718678E-1,9.084970504E-2
1.533679836E1,-6.457304358E-1,3.053208351E0,2.575238705E0
1.538879252E1,-2.373868227E0,4.881851673E-1,3.064541817E0
1.544078591E1,-4.263274193E0,-1.635182381E0,4.545890331E0
1.549277920E1,-1.697029471E0,-3.465945482E0,2.787209034E0
1.554477256E1,-8.597928099E-3,-1.046308398E0,4.818034768E-1
1.559676598E1,7.568162084E-1,1.183349848E0,-2.711189270E0
1.564875928E1,1.249784470E0,8.791388869E-1,-2.344669819E0
1.570075277E1,1.300486326E0,-5.771638155E-1,-2.968974352E0
1.575274656E1,1.384174824E0,2.682736814E-1,-2.678202391E0
1.580474024E1,1.532615066E0,-1.214583367E-1,-2.822977543E0
1.585673357E1,1.784291625E0,5.773715377E-1,-2.129645586E0
1.590872723E1,1.570488811E0,4.148813486E-1,-9.085258245E-1
1.596072032E1,4.654335082E-1,5.266696811E-1,6.418501735E-1
1.601271474E1,-2.033005476E0,1.427085042E0,2.194058895E0
1.606471380E1,-3.583381414E0,2.196775198E0,3.451219559E0
1.611671019E1,-3.860714197E0,-1.277215362E0,3.633257389E0
1.616870371E1,-1.067227364E0,-3.697463274E0,2.285688400E0
1.622069694E1,-4.716337919E-1,3.309056908E-2,8.837528229E-1
1.627269023E1,6.743494272E-1,-3.456458747E-1,-1.492513061E0
1.632468356E1,8.924282789E-1,5.813604221E-2,-1.932335973E0
1.637667702E1,1.180756688E0,1.900829375E-1,-2.352000475E0
1.642867028E1,1.269332170E0,5.181175470E-1,-2.443630219E0
