,Time (s),X (hPa)
474,1.55965404769e+18,1008.462296
475,1.55965404873e+18,1008.464584
476,1.55965404977e+18,1008.465881
477,1.55965405081e+18,1008.465881
478,1.55965405185e+18,1008.464813
479,1.55965405289e+18,1008.46344
480,1.55965405393e+18,1008.46344
481,1.55965405497e+18,1008.463287
482,1.55965405602e+18,1008.463669
483,1.55965405706e+18,1008.463669
484,1.5596540581e+18,1008.463669
485,1.55965405914e+18,1008.461838
486,1.55965406018e+18,1008.458939
487,1.55965406122e+18,1008.458862
488,1.55965406226e+18,1008.458023
489,1.5596540633e+18,1008.457794
490,1.55965406434e+18,1008.456726
491,1.55965406538e+18,1008.456268
492,1.55965406642e+18,1008.456268
493,1.55965406746e+18,1008.456268
494,1.5596540685e+18,1008.454437
495,1.55965406954e+18,1008.454437
496,1.55965407058e+18,1008.454742
497,1.55965407163e+18,1008.454742
498,1.55965407267e+18,1008.454742
499,1.5596540737e+18,1008.454895
500,1.55965407474e+18,1008.455353
501,1.55965407578e+18,1008.45665
502,1.55965407682e+18,1008.459091
503,1.55965407786e+18,1008.461761
504,1.5596540789e+18,1008.464279
505,1.55965407994e+18,1008.464279
506,1.55965408098e+18,1008.462143
507,1.55965408202e+18,1008.459854
508,1.55965408307e+18,1008.454208
509,1.55965408411e+18,1008.45108
510,1.55965408515e+18,1008.45108
511,1.55965408619e+18,1008.45108
512,1.55965408723e+18,1008.451385
513,1.55965408827e+18,1008.452301
514,1.5596540893e+18,1008.45459
