"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.318121195E2,-4.909790039E-2,-4.266128540E-2,9.860594788E0
1.322138991E2,-6.062393188E-2,-5.254074097E-2,9.862391052E0
1.326156631E2,-8.532257080E-2,-5.403762817E-2,9.884694672E0
1.330174571E2,-8.517288208E-2,-4.595443726E-2,9.892029419E0
1.334192606E2,-5.643264771E-2,-3.517684937E-2,9.857002258E0
1.338210556E2,-5.822891235E-2,-5.224136353E-2,9.858499146E0
1.342228620E2,-8.173004150E-2,-2.844085693E-2,9.865085449E0
1.346246260E2,-6.436614990E-2,-5.628295898E-2,9.876162415E0
1.350264510E2,-6.511459351E-2,-3.652404785E-2,9.865833893E0
1.354282885E2,-6.765930176E-2,-5.358856201E-2,9.879904633E0
1.358301135E2,-6.676116943E-2,-5.493576050E-2,9.865833893E0
1.362319614E2,-6.780899048E-2,-3.038681030E-2,9.846524048E0
1.366337864E2,-5.777984619E-2,-5.343887329E-2,9.843230896E0
1.370356114E2,-8.247848511E-2,-4.535568237E-2,9.884095917E0
1.374374382E2,-5.613327026E-2,-6.855743408E-2,9.895172882E0
1.378392632E2,-7.484436035E-2,-4.101470947E-2,9.861642609E0
1.382410387E2,-7.783813477E-2,-6.301895142E-2,9.881401520E0
1.386428947E2,-7.439529419E-2,-5.298980713E-2,9.851912842E0
1.390447342E2,-6.496490479E-2,-4.340972900E-2,9.892179108E0
1.394465282E2,-6.062393188E-2,-4.430786133E-2,9.857601013E0
1.398483532E2,-6.421646118E-2,-4.251159668E-2,9.875413971E0
1.402501821E2,-6.436614990E-2,-4.370910645E-2,9.878557434E0
1.406520071E2,-6.676116943E-2,-5.942642212E-2,9.883048096E0
1.410538086E2,-7.349716187E-2,-5.822891235E-2,9.871222687E0
1.414556026E2,-7.514373779E-2,-4.565505981E-2,9.869576111E0
1.418573976E2,-6.496490479E-2,-5.284011841E-2,9.871222687E0
1.422591806E2,-6.316864014E-2,-5.688171387E-2,9.852511597E0
1.426609756E2,-6.631210327E-2,-7.544311523E-2,9.886640625E0
1.430627536E2,-8.158035278E-2,-4.864883423E-2,9.874216461E0
1.434645476E2,-5.733078003E-2,-7.349716187E-2,9.843679962E0
1.438663116E2,-6.062393188E-2,-4.385879517E-2,9.886041870E0
1.442680866E2,-5.942642212E-2,-4.879852295E-2,9.864187317E0
1.446698816E2,-7.634124756E-2,-3.248245239E-2,9.864187317E0
1.450717235E2,-5.493576050E-2,-4.745132446E-2,9.863289185E0
1.454734875E2,-5.328918457E-2,-3.248245239E-2,9.875413971E0
1.458752515E2,-5.433700562E-2,-5.718109131E-2,9.849517822E0
1.462770256E2,-5.613327026E-2,-3.427871704E-2,9.863887939E0
1.466787896E2,-6.137237549E-2,-5.508544922E-2,9.860894165E0
1.470805376E2,-4.041595459E-2,-3.936813354E-2,9.894873505E0
1.474822716E2,-6.735992432E-2,-4.565505981E-2,9.816436615E0
1.478840356E2,-5.373825073E-2,-4.894821167E-2,9.853709106E0
1.482857595E2,-6.421646118E-2,-4.385879517E-2,9.883497162E0
1.486874925E2,-7.529342651E-2,-3.098556519E-2,9.894574127E0
1.490892591E2,-6.706054688E-2,-6.556365967E-2,9.858199768E0
1.494910231E2,-7.529342651E-2,-4.805007935E-2,9.867779846E0
1.498927871E2,-5.613327026E-2,-4.311035156E-2,9.862091675E0
1.502945740E2,-5.942642212E-2,-4.999603271E-2,9.851613464E0
1.506963070E2,-6.900650024E-2,-5.298980713E-2,9.886940002E0
1.510980843E2,-6.810836792E-2,-4.550537109E-2,9.859546967E0
1.514998793E2,-6.092330933E-2,-5.418731689E-2,9.850565643E0
1.519017343E2,-6.047424316E-2,-3.847000122E-2,9.890233154E0
1.523035708E2,-6.915618896E-2,-3.023712158E-2,9.857601013E0
1.527054267E2,-5.373825073E-2,-4.954696655E-2,9.862391052E0
