,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
85,1.55965359012e+18,-2.891986084,1.647773438,9.57483902
86,1.55965359052e+18,-2.819237366,1.817221069,9.195378113
87,1.55965359092e+18,-2.68062561,1.669178925,9.498946838
88,1.55965359133e+18,-2.87836441,1.798210602,9.282197571
89,1.55965359173e+18,-2.879861298,1.636397095,9.281299438
90,1.55965359213e+18,-2.772983551,1.634451141,9.255103912
91,1.55965359253e+18,-2.852019196,1.695823517,9.326954498
92,1.55965359293e+18,-3.030897217,1.528321838,9.482930145
93,1.55965359333e+18,-2.973117371,1.482666779,9.517358551
94,1.55965359373e+18,-3.016676788,1.517843628,9.241033173
95,1.55965359414e+18,-3.019820251,1.533261566,9.385183411
96,1.55965359454e+18,-2.941982117,1.334474945,9.24717041
97,1.55965359494e+18,-3.004102936,1.350791016,9.372310181
98,1.55965359534e+18,-2.997666321,1.593735809,9.038354645
99,1.55965359574e+18,-3.082090759,1.683998108,9.313781891
100,1.55965359614e+18,-2.993175659,1.57966507,9.382788391
101,1.55965359654e+18,-2.990930328,1.737736359,9.170080719
