"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.785734550E1,1.894076914E-2,1.037478819E-2,2.319576219E-2
8.810696588E1,1.135250647E-2,-1.230679639E-2,-1.335273236E-1
8.835656888E1,8.953518420E-2,-6.212823838E-2,-6.901186705E-2
8.860614188E1,9.171615541E-2,-3.514946252E-2,3.468994424E-2
8.885574487E1,-1.313713379E-3,-8.574003354E-3,-9.927227162E-3
8.910535563E1,9.719388187E-2,5.977408960E-3,9.290378541E-3
8.935495963E1,2.867704630E-2,-8.164518513E-3,4.104772210E-2
8.960456263E1,-5.026922002E-2,-1.996596344E-3,-9.578872472E-3
8.985416563E1,-3.267826885E-2,-3.261865303E-2,-4.059271887E-2
9.010371675E1,-6.902688183E-3,-1.809085347E-2,-1.389991026E-2
9.035331975E1,2.741914615E-2,-3.148503229E-2,4.641420394E-2
9.060292275E1,6.284129340E-3,9.601486847E-3,9.255270660E-2
9.085252675E1,-7.590882480E-2,1.610926539E-2,2.374977060E-2
9.110213688E1,1.188332029E-2,2.254110016E-2,7.734428346E-2
9.135173988E1,8.425599933E-1,-4.579915702E-1,3.666812778E-1
9.160131288E1,4.110682011E-1,-2.029446363E0,-1.279227972E0
9.185091588E1,-1.174801350E0,-6.309402585E-1,-6.603624225E-1
9.210053175E1,-1.806077242E0,1.865703583E0,1.884450316E0
9.235013475E1,5.592988729E-1,-3.596182764E-1,-2.201849818E-1
9.259973775E1,-1.485004276E-2,2.714759111E-1,2.211850584E-1
9.284931075E1,-1.447128952E-1,1.427680999E-1,4.525415897E-1
9.309892412E1,-3.341309130E-1,2.164516151E-1,5.188248158E-1
9.334852713E1,-1.343771070E-1,1.217781529E-1,2.850539684E-1
9.359813112E1,-4.520409182E-2,1.243214123E-3,-4.790632986E-3
9.384773413E1,1.857112534E-2,1.448253356E-2,-5.207441002E-2
9.409729567E1,5.901787430E-2,4.173537344E-2,-1.494529285E-2
9.434689867E1,-1.162704229E-1,4.406894743E-2,1.623315662E-1
