"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.607593005E2,1.188436890E1,3.726562500E0,6.419616699E0
3.610089645E2,1.234036255E1,2.858398438E0,6.231445312E0
3.612585868E2,2.110733032E1,2.435195923E0,7.394714355E0
3.615082518E2,4.304042053E1,-1.732431030E1,1.138922119E1
3.617579158E2,6.858596802E0,-1.590077209E1,4.776123047E0
3.620075498E2,4.164047241E0,-1.910910034E1,5.766235352E0
3.622572224E2,3.099685669E0,-2.022315979E1,6.524963379E0
3.625068864E2,2.992691040E0,-2.078842163E1,7.294860840E0
3.627565204E2,3.472610474E0,-2.019927979E1,8.664550781E0
3.630061844E2,2.302581787E0,-1.983531189E1,1.297180176E1
3.632558314E2,4.141128540E0,-1.851094055E1,8.563842773E0
3.635054954E2,3.715759277E0,-1.863708496E1,7.962951660E0
3.637551604E2,4.733688354E0,-1.821263123E1,8.536621094E0
3.640047944E2,4.248138428E0,-1.853967285E1,9.450866699E0
3.642544674E2,6.068237305E0,-1.864248657E1,1.082525635E1
3.645041314E2,4.130813599E0,-1.786039734E1,1.120086670E1
3.647537654E2,4.804840088E0,-1.682588196E1,9.362365723E0
3.650034294E2,5.083831787E0,-1.715921021E1,9.418090820E0
3.652530750E2,4.734451294E0,-1.788493347E1,9.799621582E0
3.655027390E2,3.682250977E0,-1.682357788E1,1.301287842E1
3.657524040E2,7.526504517E0,-2.098971558E1,1.369158936E1
3.660020370E2,6.027999878E0,-1.524801636E1,1.089776611E1
3.662517244E2,6.655838013E0,-1.684858704E1,7.074279785E0
3.665013584E2,3.547378540E0,-1.886499023E1,5.613708496E0
3.667510224E2,4.269332886E0,-1.763108826E1,6.999084473E0
3.670006864E2,3.923233032E0,-1.758013916E1,7.091796875E0
3.672503220E2,3.999725342E0,-1.692965698E1,8.492431641E0
3.674999860E2,5.408248901E0,-1.594512939E1,8.241516113E0
3.677496200E2,5.083877563E0,-1.645751953E1,7.594848633E0
3.679992840E2,5.555908203E0,-1.578889465E1,7.494445801E0
3.682489538E2,4.860336304E0,-1.501651001E1,1.005078125E1
3.684985867E2,6.617843628E0,-1.497760010E1,9.861755371E0
3.687482518E2,6.653366089E0,-1.310485840E1,1.136541748E1
3.689979158E2,6.224777222E0,-1.413313293E1,1.150915527E1
3.692475455E2,2.463989258E-1,-2.326675415E1,6.847106934E0
3.694972095E2,2.202072144E0,-2.268450928E1,7.551330566E0
3.697468735E2,-1.279983521E0,-2.435952759E1,8.919006348E0
3.699965075E2,6.939392090E-1,-2.772586060E1,8.028991699E0
3.702461872E2,4.176315308E0,-1.965884399E1,1.045922852E1
3.704958513E2,4.222091675E0,-1.741000366E1,1.057037354E1
3.707454853E2,4.957031250E0,-1.617288208E1,1.131237793E1
3.709951493E2,5.061264038E0,-1.593045044E1,1.106433105E1
3.712448203E2,6.524703979E0,-1.411767578E1,1.307019043E1
3.714944853E2,4.584197998E-1,-1.687408447E1,1.391387939E1
3.717441183E2,1.327789307E0,-1.934056091E1,1.493139648E1
3.719937832E2,1.661376953E0,-2.016757202E1,1.649566650E1
3.722434532E2,5.235290527E-1,-2.288423157E1,1.304809570E1
3.724931172E2,5.233367920E0,-2.114840698E1,9.776794434E0
3.727427512E2,1.439370728E1,-1.502677917E1,1.117053223E1
3.729924152E2,6.565811157E0,-1.322760010E1,1.562017822E1
3.732421108E2,8.840728760E0,-1.624064636E1,1.478375244E1
3.734917748E2,5.013610840E0,-1.977630615E1,1.117120361E1
3.737414088E2,5.091567993E0,-1.643840027E1,1.284826660E1
3.739910728E2,4.539108276E0,-1.573774719E1,1.470721436E1
3.742407469E2,2.146041870E0,-1.977624512E1,1.849169922E1
3.744904119E2,6.181076050E0,-1.925250244E1,1.328094482E1
3.747400449E2,6.294296265E0,-1.620924377E1,1.161383057E1
3.749897099E2,6.258010864E0,-1.598524475E1,1.118255615E1
3.752393795E2,5.504425049E0,-1.545133972E1,1.288775635E1
3.754890435E2,6.088973999E0,-1.490869141E1,1.372119141E1
3.757387085E2,5.166473389E0,-1.333959961E1,1.267065430E1
3.759883415E2,5.832626343E0,-1.810012817E1,1.710040283E1
3.762379922E2,-4.931854248E0,-2.453263855E1,8.023925781E0
3.764876562E2,-6.312988281E0,-2.362019348E1,4.211730957E0
3.767373202E2,-3.964080811E-1,-1.979194641E1,-9.537902832E0
3.769869852E2,1.125376892E1,-1.879469299E1,1.572082520E0
3.772366729E2,7.564208984E0,-1.718034363E1,9.157714844E0
3.774863069E2,6.657196045E0,-1.546586609E1,9.669250488E0
3.777359709E2,6.791244507E0,-1.537248230E1,9.366943359E0
3.779856349E2,7.685989380E0,-1.457426453E1,1.002258301E1
3.782353126E2,6.422164917E0,-1.212619019E1,1.453314209E1
3.784849766E2,6.531387329E0,-1.483309937E1,1.309747314E1
3.787346406E2,7.098526001E0,-1.130294800E1,1.028076172E1
3.789842746E2,6.469055176E0,-1.398136902E1,6.671386719E0
3.792339439E2,4.617736816E0,-1.552951050E1,6.669433594E0
3.794836089E2,4.819320679E0,-1.304667664E1,9.061035156E0
3.797332729E2,4.416854858E0,-1.213992310E1,1.028076172E1
3.799829369E2,4.767166138E0,-1.099079895E1,6.410095215E0
3.802326169E2,2.613449097E0,-1.258316040E1,4.410522461E0
3.804822809E2,3.230468750E0,-1.408067322E1,3.316528320E0
3.807319449E2,4.735839844E0,-1.731192017E1,8.211608887E0
3.809816099E2,3.839553833E0,-2.056944275E1,6.966735840E0
3.812312689E2,4.169097900E0,-2.013136292E1,6.416076660E0
3.814809329E2,2.586853027E0,-2.054672241E1,8.258300781E0
3.817305969E2,1.014144897E0,-1.717015076E1,9.053466797E0
3.819802619E2,1.423690796E0,-1.917572021E1,5.008666992E0
3.822299513E2,3.087051392E0,-1.735746765E1,3.954833984E0
3.824796152E2,4.943176270E0,-1.815943909E1,2.773010254E0
3.827292803E2,3.757049561E0,-2.136994934E1,6.915893555E0
3.829789443E2,-8.300933838E-1,-2.473689270E1,1.363885498E1
3.832285823E2,2.736312866E0,-1.959997559E1,5.999084473E0
3.834782463E2,2.992614746E0,-1.991210938E1,5.348327637E0
3.837279103E2,3.226531982E0,-1.904466248E1,5.745666504E0
3.839775752E2,3.812149048E0,-1.852052307E1,5.925354004E0
3.842272393E2,2.014373779E0,-1.909242249E1,7.752807617E0
3.844769104E2,3.847213745E0,-1.808705139E1,7.269592285E0
3.847265754E2,4.087142944E0,-1.877281189E1,7.274353027E0
3.849762394E2,3.441925049E0,-1.871777344E1,8.909057617E0
3.852259034E2,-2.363586426E-2,-1.924661255E1,6.657592773E0
3.854755676E2,2.847045898E0,-2.512405396E1,1.068524170E1
3.857252316E2,3.366027832E0,-2.182864380E1,1.103002930E1
3.859748956E2,2.648971558E0,-2.015055847E1,6.024963379E0
3.862245596E2,3.178482056E0,-2.194035339E1,8.012207031E0
3.864742145E2,1.620880127E0,-2.708093262E1,9.958496094E0
3.867238795E2,3.825851440E0,-3.677278137E1,1.729583740E1
3.869735435E2,-3.328399658E-1,-2.943537903E1,1.676385498E1
3.872232075E2,4.015808105E-1,-2.951847839E1,1.271081543E1
3.874728799E2,-3.162231445E-1,-2.719056702E1,1.074200439E1
3.877225439E2,2.568710327E0,-2.543460083E1,9.381958008E0
3.879721779E2,1.961822510E-1,-2.707626343E1,1.072436523E1
3.882218419E2,2.349426270E0,-2.808586121E1,1.232299805E1
3.884714935E2,4.507904053E0,-2.953485107E1,1.239788818E1
3.887211585E2,-7.975311279E-1,-3.014224243E1,9.649291992E0
3.889708225E2,-1.140396118E0,-3.120893860E1,8.611816406E0
3.892204565E2,-5.430603027E-1,-3.191389465E1,9.289367676E0
3.894701344E2,-1.087921143E0,-3.155163574E1,1.298986816E1
3.897197984E2,2.002365112E0,-2.830067444E1,1.172155762E1
3.899694634E2,-1.692413330E0,-3.423654175E1,1.338848877E1
3.902191274E2,-3.199111938E0,-2.873634338E1,8.722412109E0
3.904687933E2,2.090377808E0,-3.101325989E1,6.476501465E0
3.907184573E2,4.174285889E0,-2.854751587E1,1.109423828E1
3.909681213E2,1.283676147E0,-2.454455566E1,1.365423584E1
