"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.052226288E2,1.307530975E0,-1.122366028E1,2.367027740E0
1.054734218E2,2.978206787E0,-3.009491730E1,3.016377411E0
1.057242012E2,2.160606995E0,-9.492959290E0,-2.146536255E-1
1.059750253E2,1.352287903E0,-8.649912415E0,1.420995026E0
1.062257872E2,8.345146179E-1,-9.106163635E0,-2.424957275E-1
1.064765812E2,9.620494080E-1,-8.849597168E0,2.989283752E-1
1.067273965E2,2.394869843E0,-8.791967010E0,-9.198371887E-1
1.069781295E2,1.470092926E0,-2.594644409E1,4.016896820E0
1.072288925E2,2.043251038E-1,-7.404801636E0,-1.365011444E0
1.074796555E2,2.286495209E0,-4.714446259E0,-3.978726196E0
1.077304474E2,9.726773071E-1,-1.166419418E1,-5.054988098E-1
1.079812104E2,2.909799042E0,-1.210293182E1,2.735411682E0
1.082320344E2,2.160008240E0,-1.155611893E1,-7.146139526E-1
1.084828274E2,3.027304688E0,-2.162687668E1,-5.034031677E-1
1.087336185E2,2.003882904E0,-6.504573669E0,-9.613009644E-1
1.089844115E2,2.025138702E0,-9.853260040E0,-2.366578674E-1
1.092352055E2,1.919009399E0,-4.188739471E0,-5.442681885E-1
1.094859985E2,1.335223389E0,-1.312066544E1,-6.414161682E-1
1.097367563E2,1.866768036E0,-9.630523224E0,-8.732839966E-1
1.099875192E2,1.304387512E0,-1.029753616E1,-9.388476562E-1
1.102382823E2,2.913092194E0,-9.904603271E0,-3.561094666E-1
1.104890762E2,7.165599060E-1,-1.031834290E1,-2.465373230E0
1.107398666E2,1.912572784E0,-1.083147583E1,1.884580994E-1
1.109906906E2,1.107397156E0,-1.107082809E1,-1.020128632E0
1.112414836E2,1.213975525E0,-7.436685333E0,-1.604064331E0
1.114923076E2,1.301393738E0,-5.804030457E0,4.290078735E-1
1.117431076E2,1.315913544E0,-5.933810577E0,-1.914967804E0
1.119939006E2,-1.119671631E-1,-1.280093033E1,-2.944975891E0
1.122446946E2,1.535806274E0,-6.871311035E0,-4.031117249E-1
1.124955186E2,6.834786987E-1,-8.080496521E0,7.550299072E-1
1.127463034E2,1.108145599E0,-6.151158600E0,-1.025816803E0
