"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.232110963E1,1.874699593E0,6.720556021E-1,2.039509773E0
1.237310306E1,2.300472736E0,5.935777724E-2,1.863580704E0
1.242509628E1,2.588190079E0,-1.290654421E0,2.252091169E0
1.247708998E1,2.310246468E0,-8.129577637E-1,2.373653173E0
1.252908317E1,1.962664127E0,-1.484298706E0,1.814711452E0
1.258107729E1,2.384161234E0,-3.084154844E0,1.766453147E0
1.263307071E1,1.339581609E0,-7.530930042E-1,7.682992816E-1
1.268506404E1,-2.283460140E0,-9.076418877E-1,-1.425928712E0
1.273705740E1,-4.718979836E0,8.895236254E-1,-3.288456678E0
1.278905392E1,-6.116639614E0,1.555977702E0,-3.198048830E0
1.284105221E1,-6.222319126E0,-7.097215652E-1,-3.185220718E0
1.289304840E1,-6.811605692E-1,3.572443962E0,-3.086871386E0
1.294504173E1,1.017655730E0,5.381216049E0,1.471405149E0
1.299703522E1,1.758024454E0,1.342785597E0,2.316842794E0
1.304902831E1,2.320020437E0,-1.420157790E0,2.277747393E0
1.310102174E1,2.625453234E0,3.892250061E-1,3.077980757E0
1.315301520E1,2.304748774E0,-2.802833021E-1,4.214190006E0
1.320500938E1,4.464966655E-1,-2.007810116E0,4.709601879E0
1.325700277E1,4.149302468E-2,-8.380032778E-1,4.487857819E0
1.330899606E1,-2.529440224E-1,-1.122666478E0,4.217244625E0
1.336098932E1,-7.581295967E-1,-3.327889919E0,3.752986908E0
1.341298295E1,-8.326551318E-1,-1.569208980E0,8.971918225E-1
1.346497611E1,-3.546118736E0,2.598724604E0,-1.511449814E0
1.351696937E1,-5.753174782E0,1.858966827E0,-4.090522766E0
1.356896283E1,-5.733016014E0,6.586166024E-1,-3.796085835E0
1.362095688E1,-5.198509216E0,7.752918601E-1,-4.554169655E0
1.367295044E1,-4.056603312E-1,6.994510651E0,-6.452429295E-1
1.372494390E1,2.434863091E0,4.855260849E0,5.175433680E-2
1.377693709E1,2.835590601E0,3.757859766E-1,6.894977093E-1
1.382893062E1,3.459284067E0,4.869634509E-1,1.935051918E0
1.388092667E1,3.155683994E0,7.453594208E-1,2.626551151E0
1.393292542E1,2.709752560E0,-1.877085090E0,1.906952024E0
1.398492048E1,2.439749956E0,-3.090263367E0,8.715355396E-1
1.403691381E1,1.985266209E0,-1.242396116E0,3.706260026E-1
1.408890714E1,2.918668270E0,-1.404275417E0,7.041584253E-1
1.414090036E1,8.020202518E-1,1.522990823E0,3.278654218E-1
1.419289389E1,-2.196106434E0,-2.516660929E0,-1.344072700E0
1.424488715E1,-4.439814568E0,1.541927695E0,-2.977526426E0
1.429688037E1,-5.497832775E0,3.120403528E0,-3.270741701E0
1.434887459E1,-4.946832657E0,2.223653316E0,-3.416127682E0
1.440086818E1,-4.221536815E-1,2.477773190E0,-3.287845850E0
1.445281515E1,4.190077484E-1,4.013488293E0,3.162589669E-1
1.450480851E1,1.321255684E0,-1.251235306E-1,1.810435414E0
1.455680187E1,2.379885197E0,-1.124499083E0,2.134193897E0
1.460879520E1,2.216784239E0,1.262151480E0,3.654026508E0
1.466078876E1,1.521008611E0,-7.842471600E-1,3.982672215E0
1.471278215E1,8.484460115E-1,-6.889521480E-1,3.838508129E0
1.476477627E1,6.816797853E-1,-1.668780088E0,3.524523258E0
1.481676949E1,9.645104408E-1,-3.928981543E0,2.870286703E0
1.486876288E1,1.109285474E0,-1.637625813E0,1.629619241E0
1.492075618E1,-6.475629807E-1,3.415775001E-1,7.120996714E-1
1.497275130E1,-3.887592316E0,2.340652347E-1,-3.077708244E0
1.502474692E1,-4.972488880E0,1.706250429E0,-2.089328289E0
1.507674022E1,-6.534471035E0,9.249538779E-1,-2.960422039E0
1.512873351E1,-7.804460049E0,-5.670661852E-2,-4.359303474E0
1.518072687E1,-2.450027764E-1,2.880333424E0,-1.946996689E0
1.523272020E1,2.156308651E0,4.725146294E0,4.646992385E-1
1.528471352E1,2.401876211E0,3.268843651E0,2.908160210E0
1.533670698E1,2.774504185E0,5.596564412E-1,2.785376310E0
1.538870110E1,2.312690020E0,-6.828435063E-1,3.741380453E0
1.544069456E1,1.883251667E0,-1.574706793E0,3.825068951E0
1.549268798E1,1.414718151E0,-8.685464859E-1,3.817127705E0
