"Time (s)","Pressure (hPa)"
2.219746288E2,1.021779785E3
2.220746170E2,1.021778809E3
2.221746052E2,1.021798340E3
2.222745934E2,1.021866211E3
2.223745816E2,1.022017334E3
2.224745694E2,1.021791504E3
2.225745573E2,1.021721924E3
2.226745454E2,1.021704346E3
2.227745336E2,1.021677246E3
2.228745219E2,1.021676270E3
2.229745100E2,1.021722168E3
2.230744982E2,1.021744141E3
2.231744864E2,1.021760498E3
2.232744746E2,1.021768066E3
2.233744628E2,1.021765137E3
2.234744509E2,1.021753418E3
2.235744388E2,1.021754150E3
2.236744266E2,1.021771240E3
2.237744147E2,1.021761475E3
2.238744027E2,1.021755371E3
2.239743907E2,1.021750977E3
2.240743786E2,1.021797119E3
2.241743666E2,1.021896484E3
2.242743546E2,1.021817139E3
2.243743428E2,1.021702148E3
2.244743307E2,1.021661865E3
2.245743187E2,1.021628906E3
2.246743066E2,1.021783936E3
2.247742946E2,1.021752197E3
2.248742828E2,1.021969482E3
2.249742710E2,1.021972900E3
2.250742592E2,1.021873779E3
2.251742475E2,1.021844482E3
2.252742357E2,1.021768555E3
2.253742239E2,1.021716064E3
2.254742120E2,1.021714844E3
2.255742002E2,1.021796387E3
2.256741882E2,1.021818848E3
2.257741761E2,1.021795898E3
2.258741641E2,1.021796875E3
2.259741523E2,1.021841797E3
2.260741406E2,1.021815918E3
2.261741288E2,1.021796875E3
2.262741170E2,1.021799316E3
2.263741053E2,1.021802979E3
2.264740935E2,1.021810303E3
2.265740817E2,1.021814697E3
2.266740699E2,1.021797363E3
2.267740580E2,1.021791504E3
2.268740461E2,1.021766846E3
2.269740343E2,1.021767090E3
2.270740227E2,1.021780273E3
2.271740109E2,1.021795898E3
2.272739991E2,1.021818115E3
2.273739872E2,1.021823975E3
