"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.900844879E1,-1.701426506E1,-6.406807423E0,4.264502525E-1
1.906844125E1,-4.663447380E0,-4.722499371E0,6.384898663E0
1.912843378E1,-1.669054508E0,-1.780967236E0,-1.110506058E-1
1.918842615E1,1.765640259E0,-2.230189562E0,-5.897701263E0
1.924841848E1,9.305930138E0,2.735443115E-1,-7.840086460E0
1.930841091E1,1.624454117E1,1.993129349E1,-1.031216812E1
1.936840350E1,2.957580566E0,-1.196679115E0,1.022887230E1
1.942839597E1,2.551777458E1,-1.663572884E1,-3.015182114E1
1.948838877E1,-1.524813175E1,-1.068563461E1,-1.534259415E1
1.954838203E1,-2.186977863E0,-7.112700939E0,-8.806010246E0
1.960837526E1,7.137958527E0,-3.408699036E-1,-6.006652832E0
1.966836833E1,3.578459978E0,1.883472919E0,-5.248931885E0
1.972836152E1,1.411315441E0,-4.398965836E-1,-4.547135353E0
1.978835432E1,3.780949116E-1,-2.613440275E0,-4.675555229E0
1.984834665E1,1.022909641E0,-5.166159153E0,-3.165138721E0
1.990833905E1,1.000551581E0,-5.128777027E0,-8.335247040E-1
1.996833165E1,-8.446872234E-1,-6.122849941E0,1.135293961E0
2.002832411E1,1.674949646E0,-5.796624184E0,2.545469284E0
2.008831664E1,-6.733090878E-1,-6.262402058E0,6.698946476E0
2.014830917E1,-6.379646063E-1,-2.717002869E0,3.790371895E0
2.020830157E1,-1.496428847E0,-4.694356918E-1,2.785136700E0
2.026829383E1,-2.494765759E0,-1.623950958E0,3.817618847E0
2.032828639E1,-1.880734205E0,-6.520786285E-1,2.629966974E0
2.038827892E1,-1.312785387E0,-8.262929916E-1,2.508718729E0
2.044827149E1,-5.236526132E-1,-7.075405121E-1,1.704802275E0
2.050826405E1,4.556648731E-1,-1.266618729E0,1.176272392E0
2.056825775E1,5.800235271E-1,-2.403095245E0,-2.566227913E-1
2.062825208E1,6.207220554E-1,-2.096607208E0,-1.503962517E0
2.068824662E1,4.206728935E-1,-2.371874809E0,-2.241023302E0
2.074824118E1,3.607263565E-1,-1.881845474E0,-2.752203465E0
2.080823568E1,-1.227009296E0,4.456868172E-1,3.033503532E0
2.086822914E1,-5.570168018E0,-2.231060982E0,2.402810097E0
2.092822158E1,-1.055337906E0,-7.471344471E-1,3.687004089E0
2.098821407E1,1.068400383E0,2.568453550E-1,5.216794014E-1
2.104820654E1,3.988538980E0,1.401292205E0,-2.632683277E0
2.110819907E1,6.804728985E0,1.110665679E0,-3.953740597E0
2.116819143E1,5.191368580E0,-3.950300217E0,-4.529070377E0
2.122818403E1,2.986252308E0,-1.123621082E1,-4.650735855E0
2.128817632E1,1.990811825E0,-9.131702423E0,-7.480507851E0
2.134816876E1,1.742890930E1,3.513963461E0,-9.373140335E0
2.140816122E1,-1.385364056E0,2.262268543E0,2.245176792E0
2.146815382E1,-7.240703583E0,-8.230657578E-1,9.882650375E-1
2.152814628E1,-1.222865677E1,-7.455706596E0,4.690397739E0
2.158813888E1,-1.206309032E1,-1.341298103E0,8.785666466E0
2.164813207E1,-1.198399067E1,-1.059749603E0,8.129566193E0
2.170812627E1,-5.647272110E0,-2.540296555E0,6.306372643E0
2.176812054E1,-3.747955799E0,-1.805536747E0,1.534353018E0
2.182811493E1,3.168439865E-2,-9.824028015E-1,-3.711909056E0
