"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.936853009E1,3.126000023E1,-2.105999947E1,-2.045999908E1
1.942852322E1,3.167999840E1,-2.010000038E1,-2.202000046E1
1.948851635E1,3.204000092E1,-1.979999924E1,-2.345999908E1
1.954850942E1,3.263999939E1,-1.926000023E1,-2.279999924E1
1.960850208E1,3.197999954E1,-2.010000038E1,-2.213999939E1
1.966849435E1,2.921999931E1,-2.310000038E1,-2.250000000E1
1.972848684E1,2.400000000E1,-2.219999886E1,-2.868000031E1
1.978847931E1,2.303999901E1,-2.315999985E1,-2.807999992E1
1.984847190E1,1.734000015E1,-2.555999947E1,-3.095999908E1
1.990846437E1,1.073999977E1,-2.501999855E1,-3.257999802E1
1.996845696E1,3.359999895E0,-2.621999931E1,-3.504000092E1
2.002844926E1,-5.519999981E0,-2.561999893E1,-3.431999969E1
2.008844173E1,-1.284000015E1,-2.634000015E1,-3.185999870E1
2.014843419E1,-1.937999916E1,-2.687999916E1,-2.837999916E1
2.020842678E1,-2.310000038E1,-2.687999916E1,-2.603999901E1
2.026841925E1,-2.597999954E1,-2.651999855E1,-2.310000038E1
2.032841205E1,-2.843999863E1,-2.568000031E1,-2.093999863E1
2.038840591E1,-3.023999977E1,-2.495999908E1,-2.100000000E1
2.044840044E1,-3.059999847E1,-2.363999939E1,-2.165999985E1
2.050839491E1,-3.131999969E1,-2.250000000E1,-2.195999908E1
2.056838951E1,-3.197999954E1,-2.250000000E1,-2.135999870E1
2.062838378E1,-3.137999916E1,-2.334000015E1,-2.147999954E1
2.068837684E1,-3.179999924E1,-2.273999977E1,-2.129999924E1
2.074836921E1,-3.197999954E1,-2.237999916E1,-2.069999886E1
2.080836174E1,-3.341999817E1,-2.160000038E1,-1.968000031E1
2.086835420E1,-3.641999817E1,-2.310000038E1,-8.819999695E0
2.092834673E1,-3.311999893E1,-2.742000008E1,-1.319999933E0
2.098833926E1,-2.063999939E1,-3.623999786E1,-8.760000229E0
2.104833176E1,-1.500000000E0,-3.989999771E1,-1.505999947E1
2.110832409E1,1.223999977E1,-4.020000076E1,-1.175999928E1
2.116831645E1,1.019999981E0,-4.121999741E1,-9.599999428E0
2.122830898E1,-2.339999914E0,-4.055999756E1,-8.699999809E0
2.128830151E1,-4.139999866E0,-3.984000015E1,-1.080000019E1
2.134829404E1,-7.859999657E0,-3.870000076E1,-1.284000015E1
2.140828657E1,-1.343999958E1,-3.743999863E1,-1.373999977E1
2.146828027E1,-2.045999908E1,-3.461999893E1,-1.403999996E1
2.152827453E1,-2.261999893E1,-3.173999977E1,-1.805999947E1
2.158826886E1,-2.003999901E1,-2.939999962E1,-2.400000000E1
