"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.336899337E1,-4.661183357E-1,9.417444468E-3,-2.508842468E0
1.342898587E1,1.181105137E0,1.201202273E-1,-6.359906197E-1
1.348897833E1,4.661851883E0,-3.100799322E-1,1.160987854E0
1.354897086E1,2.750920534E0,-6.264078617E-1,-5.280780792E-2
1.360896339E1,9.728350639E-1,-1.646283627E0,2.956616879E0
1.366895592E1,-1.745669127E0,-1.805765629E0,2.486438751E0
1.372894839E1,-1.512687683E0,-5.307779312E-1,3.812928200E-1
1.378894082E1,1.407107234E0,-4.694166183E-1,2.032227516E-1
1.384893335E1,6.527047753E-1,-9.273786545E-1,-2.233929634E-1
1.390892588E1,-5.680108070E-1,-9.397301674E-1,-5.385107994E-1
1.396891841E1,2.038145661E-1,-8.947205544E-1,-5.355544090E-1
1.402891084E1,1.404272318E-1,-7.908596992E-1,-3.648757935E-1
1.408890394E1,3.079844713E-1,-1.102265358E0,-2.928633690E-1
1.414889700E1,3.779212832E-1,-9.389004707E-1,-1.042585373E-1
1.420889013E1,4.176826477E-1,-5.701112747E-1,-1.876192093E-1
1.426888320E1,2.499493361E-1,-3.734459877E-1,-3.057427406E-1
1.432887633E1,4.728322327E-1,-7.668066025E-2,-6.649169922E-1
1.438886872E1,3.926932216E-1,-4.315524101E-1,-3.203167915E-1
1.444886125E1,7.454609871E-2,-2.395625114E-1,-3.680534363E-1
1.450885372E1,2.505577803E-1,-2.109103203E-1,-2.991423607E-1
1.456884625E1,-1.444027871E-1,-3.600459099E-1,-2.238821983E-1
1.462883871E1,1.394030333E0,-3.531837463E-1,2.911252975E-1
1.468883131E1,3.324764073E-1,-4.143624306E-1,7.581520081E-2
1.474882364E1,8.658303618E-1,-7.582664490E-2,5.789279938E-2
1.480881607E1,3.233265877E-1,-2.065620422E-1,6.332015991E-2
1.486880860E1,-2.057844698E-1,1.991367340E-1,-5.555696487E-1
1.492880113E1,2.959985137E-1,-6.123399734E-2,-4.104862213E-1
1.498879359E1,2.388250828E-2,1.765270233E-1,-8.188591003E-1
1.504878612E1,4.792457819E-1,2.208375931E-2,-5.246648788E-1
1.510877916E1,4.381115437E-1,-1.130199432E-2,-4.537429810E-1
1.516877325E1,-2.928155363E-1,-2.767019272E-1,-4.270524979E-1
1.522876762E1,7.328593731E-2,-4.837751389E-2,1.315402985E-2
1.528876192E1,1.131689548E-2,4.098749161E-2,-1.460571289E-1
1.534875624E1,1.881332994E-1,1.173405647E-1,2.049303055E-1
1.540874998E1,2.418736815E-1,7.646799088E-2,1.008501053E-1
1.546874254E1,8.063097000E-1,2.399291992E-1,6.723499298E-1
1.552873487E1,3.225372434E-1,7.259082794E-2,3.950986862E-1
1.558872744E1,7.849937677E-1,8.999681473E-1,4.045314789E-1
1.564871990E1,4.786863327E-1,5.997743607E-1,1.901960373E-1
1.570871243E1,2.949865162E-1,-2.557158470E-1,1.049032211E-1
1.576870489E1,-7.704886198E-1,-1.035514355E0,3.592042923E-1
1.582869739E1,7.323168516E-1,-5.760025978E-1,-1.251707077E-1
1.588868965E1,4.350569546E-1,-4.917261600E-1,-3.231811523E-1
1.594868212E1,1.087158918E-2,-6.103525162E-1,-8.267126083E-1
1.600867462E1,6.576780677E-1,-3.308882713E-1,-1.019053459E0
1.606866718E1,1.229932427E0,-2.970335484E-1,-1.232688904E0
1.611907726E1,1.660840631E0,1.018970013E-1,-1.343103409E0
1.617906989E1,5.315787792E-1,-2.447845936E-1,-1.484703064E0
1.623906305E1,4.843136668E-1,-4.031682014E-1,6.222925186E-1
1.629905618E1,-1.044726372E-1,-3.698124886E-1,1.090259552E0
1.635904925E1,-1.836817622E0,-3.856854439E-1,1.552282333E0
1.641904238E1,-1.321301699E0,-4.615550041E-1,1.370340347E0
1.647903544E1,-7.410117388E-1,-3.411161900E-2,2.980747223E-1
1.653902777E1,-6.238231659E-1,4.082419872E-1,-5.714445114E-1
1.659902024E1,-3.073856831E-1,1.257769704E0,-1.720911026E0
1.665901277E1,-5.593729019E-1,3.014990389E-1,-1.704560280E0
1.671900530E1,-1.080986261E-1,-8.968975544E-1,-2.512656689E0
1.677899773E1,5.150855184E-1,-8.187633753E-1,-2.951945305E0
1.683899032E1,8.487597704E-1,-6.905400753E-1,-2.589586258E0
1.689898265E1,6.990581751E-1,1.069096923E0,-1.387638092E0
1.695897498E1,-6.710270047E-1,3.575921059E-1,1.008691788E0
1.701896745E1,-7.235913277E-1,-2.145950049E-1,3.223426819E0
1.707896004E1,3.582415581E-1,-2.318577170E-1,2.934630394E0
1.713895251E1,1.893894672E-1,-4.273585677E-1,3.029649734E0
1.719894510E1,1.610948563E0,-1.390025616E0,3.794018745E0
1.725893840E1,-1.098242521E0,6.667245626E-1,1.225040436E0
1.731893260E1,-6.131837964E-1,1.111974716E-1,-4.330444336E-1
1.737892686E1,2.244247794E-1,-6.077446938E-1,-7.438926697E-1
1.743892126E1,5.001711845E-1,-6.957765818E-1,-1.892202377E0
1.749891556E1,2.039558887E0,-9.022108316E-1,-1.861061573E0
1.755890909E1,8.515695333E-1,-3.930618763E-1,-3.305864334E-1
1.761890155E1,4.766219556E-1,-4.932444096E-1,1.256813049E0
1.767889402E1,-5.980223417E-1,2.585845709E0,1.407607079E0
1.773888645E1,1.068516612E0,3.095847607E0,2.415807724E0
1.779887895E1,2.829363346E-1,3.510208130E0,2.533140182E-1
1.785887144E1,9.458377361E-1,1.775237083E0,-1.236280441E0
1.791886397E1,2.774028778E-1,-3.979549408E-1,-2.676104069E0
1.797885637E1,-1.125195742E0,-1.132997036E0,-6.324528694E0
1.803884873E1,-3.397274315E-1,-2.547997475E0,-8.699808121E0
1.809884113E1,3.193525076E0,-6.117228031E0,-8.999802589E0
1.815883366E1,4.925693035E0,-5.883475304E0,-9.800318718E0
1.821882619E1,7.682084084E0,-1.587979603E1,-1.741397476E1
1.827881872E1,3.847790003E0,-1.825662851E0,4.472192764E0
1.833881155E1,-4.381424904E0,4.083910465E0,1.073792267E1
1.839880475E1,-9.476597786E0,8.333963394E0,1.060338306E1
1.845879788E1,-1.042234898E1,7.483551025E0,4.869846344E0
1.851879104E1,-1.161748695E1,5.778801918E0,-3.746510983E0
1.857878414E1,-1.004062271E1,2.712149858E0,-8.249267578E0
1.863877690E1,-6.084615707E0,-4.542873859E0,2.347088814E0
1.869876930E1,1.579242992E1,-1.475455475E1,-1.395022392E1
1.875876170E1,5.118215084E0,-6.944617271E0,-7.035812378E0
1.881875420E1,-2.608713150E0,-8.486247063E-2,-9.754506111E0
1.887874670E1,-1.912778854E0,1.869742393E0,-7.269496918E0
1.893873929E1,-9.600944519E-1,-1.945994377E0,-5.679397583E0
1.899873179E1,-3.563220501E-1,-1.478220582E0,-4.192762852E0
1.905872425E1,3.053090572E-1,5.798627138E-1,-5.396896362E0
1.911871655E1,1.034275174E0,9.729192853E-1,-1.667857170E0
1.917870908E1,2.294799089E-1,4.419758320E0,4.466333389E-1
1.923870158E1,1.820978642E0,6.370365620E0,8.705764771E0
1.929869414E1,5.565011024E0,5.270321369E0,1.145664978E1
1.935868664E1,6.108738899E0,4.351614475E0,7.591578484E0
1.941868044E1,4.903193474E0,1.089939356E0,3.514569283E0
1.947867487E1,2.541360378E0,5.472674370E-1,5.490474701E-1
1.953866937E1,1.954064131E0,9.148554802E-1,-1.422729969E0
1.959866384E1,-3.457649946E-1,-4.720406532E-1,-1.907709122E0
1.965865833E1,-3.472383618E-1,7.206411362E-1,-2.807732105E0
1.971865157E1,-1.432478726E-1,1.028439999E0,-4.750408649E0
1.977864400E1,-1.877010465E0,8.074707985E-1,-5.792709351E0
1.983863653E1,8.807723522E-1,3.196911812E-1,-3.280551672E0
1.989862899E1,1.500968933E-1,-5.671627045E0,-3.988347292E0
1.995862152E1,5.880522728E-1,-9.969140053E0,-7.718084335E0
2.001861405E1,1.337958527E1,-2.087648582E1,1.170241356E1
2.007860658E1,-4.365446568E0,-8.955275536E0,2.950913906E0
2.013859884E1,-5.654947758E0,-2.709307194E0,1.542701721E-1
2.019859128E1,-6.837557316E0,1.022563934E0,1.563845158E0
2.025858374E1,-1.003637123E1,6.063066959E0,6.182774544E0
2.031857627E1,-1.302733040E1,9.423471451E0,2.128532410E0
2.037856873E1,-1.330456066E1,8.867061615E0,-1.468470097E0
2.043856133E1,-1.154132938E1,7.699607849E0,-1.793959618E0
2.049855473E1,1.124934912E0,-6.197669983E0,7.822216034E0
2.055854906E1,1.787379456E1,-2.202891159E1,7.965049744E-1
2.061854332E1,4.048199654E-1,-3.364627600E0,-6.237099648E0
2.067853765E1,-1.286751628E0,-1.177779794E0,-8.878974915E0
2.073853192E1,-2.519253731E0,2.377414942E0,-5.120173454E0
2.079852535E1,-1.069286823E0,3.044693708E0,-5.370660782E0
2.085851768E1,-1.269207239E0,3.472753763E0,-3.746888161E0
2.091851004E1,1.643664539E-1,4.248763084E0,-2.305753708E0
2.097850261E1,-6.207399368E-1,3.469464064E0,-1.031361103E0
2.103849514E1,-1.476815939E0,4.521874428E0,2.065925598E-1
2.109848760E1,-1.154580474E0,5.854677200E0,1.750244141E0
2.115848013E1,-6.422841549E-1,6.607931137E0,6.427958965E0
2.121847263E1,1.409769058E-1,2.807127476E0,6.042868137E0
2.127846493E1,-1.405879259E0,7.372598648E-1,1.905616760E0
2.133845739E1,-1.889027596E0,4.873251915E-1,1.225371838E0
2.139844986E1,-2.456624985E0,7.284417152E-1,3.710613251E-1
2.145844242E1,-1.923185349E0,6.923642159E-1,1.175409794E0
2.151843495E1,-8.973791003E-1,3.691093445E0,2.616676807E0
2.157842792E1,-1.104575396E-1,4.901032925E0,4.637306213E0
2.163842105E1,-1.371835232E0,-9.121952057E-1,1.178654671E0
2.169841424E1,4.847973585E-2,-6.352375984E0,-4.104172707E0
2.175840727E1,3.716667891E-1,-1.317544556E1,-8.587885857E0
2.181840040E1,5.886306763E0,-1.105901051E1,-1.136010551E1
2.187839303E1,-1.680672073E1,-1.062677193E1,-5.406277180E0
2.193838543E1,4.546165466E0,-7.723622322E-1,-1.171310616E1
2.199837793E1,-5.976796150E-2,-3.152234554E0,-4.480784416E0
2.205837052E1,-7.925951481E-1,2.921751499E0,-1.627779961E0
2.211836299E1,-4.358087063E0,4.948007584E0,4.429455757E0
2.217835549E1,-6.414217949E0,6.404517174E0,8.116306305E0
2.223834795E1,-1.045541763E1,6.598530769E0,9.202548027E0
2.229834032E1,-1.606707764E1,1.058036041E1,7.230434418E0
2.235833265E1,-1.679393768E1,9.182984829E-1,4.360243797E0
2.241832518E1,5.027992249E0,-1.985143280E1,-1.361414909E0
2.247831784E1,5.930171013E0,-1.653708458E1,-4.035548210E0
2.253831044E1,-2.258168221E0,-4.217149258E0,-8.150208473E0
2.259830307E1,2.266409397E-1,-2.797395229E0,-8.171562195E0
2.265829687E1,-3.428740263E0,1.854832411E0,-5.717899799E0
2.271829130E1,-3.420210361E0,3.827768803E0,-2.023470402E0
2.277828553E1,-4.793449402E0,6.224392891E0,-4.583454132E0
2.283827979E1,-2.539719343E0,6.925774574E0,-1.258316040E-1
2.289827389E1,-2.998371124E-1,6.916515827E0,3.673630714E0
2.295826689E1,3.100264072E-1,7.418169975E0,4.625552177E0
2.301825909E1,1.557264805E0,4.840716362E0,4.539740562E0
2.307825155E1,6.878423691E-1,2.482459784E0,2.422727585E0
2.313824401E1,1.403594971E0,1.921733856E0,1.496222496E0
